matchid,season,Date,Time,HomeTeam,AwayTeam,league,FTHG,FTAG,FTgoals,HTHG,HTAG,htgoals,HS,AS,HST,AST,totalshotontarget,HF,AF,HC,AC,total corner,HY,AY,HR,AR,round,home_team_rank,away_team_rank,homeform,awayform,home_team_rolling_avg_goals_conceded,away_team_rolling_avg_goals_conceded,home_team_rolling_avg_goals,away_team_rolling_avg_goals,home_rankclass,away_rankclass,homeform_class,awayform_class,hometeamplayingstyle,awayteamplayingstyle,hometeamrating,awayteamrating,homeratingclass,awayratingclass,versusplayingstyle,versusteamrating,versustableclass,versusformclass,fifatopteamlocation,Month,goalcycle,home_goal_class,away_conceded_class,home_goal_away_conceded_class,overtwo,,odds,stake,capital,return,actual return ,market movement
Match-1933,2023/2024,2/9/2023,13:00,Sociedad,Granada,La Liga,5,3,8,2,1,3,15,8,6,5,11,15,14,2,5,7,1,5,0,0,4,12,15,1,1,0.67,2.33,0.67,1.33,midtable,bottom,low,low,compactplay,possessionplay,79,71,top,low,compactplayVpossessionplay,topVlow,eurospotVbottom,midVlow,Home,,,High,Low,HighVLow,0,loss,0,200,10000,0,-200,-5718
Match-1934,2023/2024,2/9/2023,15:15,Real Madrid,Getafe,La Liga,2,1,3,0,1,1,26,6,12,2,14,12,16,11,1,12,2,6,0,0,4,1,11,3,1.333333333,0.33,1,2,0.33,topfour,midtable,top,mid,directplay,compactplay,85,75,top,mid,directplayVcompactplay,topVmid,topfourVmidtable,topVmid,Home,,,Low,High,LowVHigh,0,loss,0,200,10000,0,-200,-5918
Match-1935,2023/2024,2/9/2023,17:30,Alaves,Valencia,La Liga,1,0,1,1,0,1,7,9,1,4,5,18,9,1,2,3,4,2,0,0,4,14,7,1,2,1.67,1,1.33,1.33,midtable,eurospot,low,mid,Defensive,compactplay,72,74,low,mid,DefensiveVcompactplay,lowVmid,bottomVmidtable,lowVmid,Away,,,Mid,High,MidVHigh,1,win,1.57,200,10000,314,114,-5804
Match-1936,2023/2024,2/9/2023,20:00,Betis,Vallecano,La Liga,1,0,1,0,0,0,14,15,5,6,11,22,20,2,3,5,3,5,0,0,4,9,8,1.333333333,2,1.67,2.33,1.33,1.33,midtable,eurospot,mid,mid,possessionplay,highpressing,85,74,top,mid,possessionplayVhighpressing,topVmid,eurospotVmidtable,midVmid,Home,,,Mid,Low,MidVLow,1,win,1.57,200,10000,314,114,-5690
Match-1937,2023/2024,3/9/2023,13:00,Girona,Las Palmas,La Liga,1,0,1,0,0,0,11,10,6,5,11,15,10,3,5,8,3,3,0,0,4,3,16,2.333333333,0.666666667,0.67,0.67,2,0.33,topfour,bottom,top,low,directplay,possessionplay,72,71,low,low,directplayVpossessionplay,lowVlow,midtableVbottom,midVmid,tough,,,Low,High,LowVHigh,1,win,1.57,200,10000,314,114,-5576
Match-1938,2023/2024,3/9/2023,15:15,Mallorca,Ath Bilbao,La Liga,0,0,0,0,0,0,8,11,2,3,5,12,17,3,5,8,0,1,0,0,4,17,5,0.333333333,2,1.67,1.33,1,2,bottom,eurospot,low,mid,compactplay,highpressing,73,73,low,low,compactplayVhighpressing,lowVlow,bottomVeurospot,lowVmid,tough,,,High,Mid,HighVMid,1,win,1.57,200,10000,314,114,-5462
Match-1939,2023/2024,3/9/2023,20:00,Osasuna,Barcelona,La Liga,1,2,3,0,1,1,11,9,3,4,7,6,16,8,5,13,1,3,1,0,4,6,4,2,2.333333333,1,1,1.33,2,eurospot,topfour,mid,top,compactplay,possessionplay,75,85,mid,top,compactplayVpossessionplay,midVtop,midtableVtopfour,midVmid,Away,,,Mid,High,MidVHigh,0,loss,0,200,10000,0,-200,-5662
Match-1940,2023/2024,15/09/2023,20:00,Vallecano,Alaves,La Liga,2,0,2,1,0,1,20,9,11,1,12,15,14,5,3,8,2,3,0,0,4,8,14,1.5,1.5,2,1.25,1,1.25,eurospot,midtable,mid,mid,highpressing,Defensive,74,72,mid,low,highpressingVDefensive,midVlow,midtableVbottom,midVlow,Home,,,High,Mid,HighVMid,1,win,1.57,200,10000,314,114,-5548
Match-1941,2023/2024,16/09/2023,13:00,Ath Bilbao,Cadiz,La Liga,3,0,3,0,0,0,20,5,9,4,13,10,20,5,4,9,1,4,0,0,5,6,7,1.75,1.75,1,1,1.5,1.25,eurospot,eurospot,mid,mid,highpressing,compactplay,73,71,low,low,highpressingVcompactplay,lowVlow,eurospotVbottom,midVlow,tough,,,Mid,High,MidVHigh,0,loss,0,200,10000,0,-200,-5748
Match-1942,2023/2024,16/09/2023,15:15,Valencia,Ath Madrid,La Liga,3,0,3,2,0,2,12,11,8,3,11,13,17,5,8,13,1,5,0,0,5,11,5,1.5,2.333333333,1,0.33,1,3.33,midtable,eurospot,mid,top,compactplay,compactplay,74,73,mid,low,compactplayVcompactplay,midVlow,midtableVtopfour,midVmid,Home,,,High,High,HighVHigh,0,loss,0,200,10000,0,-200,-5948
Match-1943,2023/2024,16/09/2023,17:30,Celta,Mallorca,La Liga,0,1,1,0,0,0,16,7,4,4,8,9,15,10,1,11,1,3,0,0,5,13,17,1,0.5,1.5,1.25,1,0.75,midtable,bottom,low,low,possessionplay,compactplay,73,73,low,low,possessionplayVcompactplay,lowVlow,midtableVbottom,midVlow,tough,,,High,Mid,HighVMid,1,win,1.57,200,10000,314,114,-5834
Match-1944,2023/2024,16/09/2023,20:00,Barcelona,Betis,La Liga,5,0,5,2,0,2,17,11,9,2,11,9,10,9,5,14,1,2,0,0,5,3,8,2.5,1.75,1,1.25,2,1.25,topfour,eurospot,top,mid,possessionplay,possessionplay,85,85,top,top,possessionplayVpossessionplay,topVtop,topfourVeurospot,midVmid,tough,,,Low,Mid,LowVMid,0,loss,0,200,10000,0,-200,-6034
Match-1945,2023/2024,17/09/2023,13:00,Getafe,Osasuna,La Liga,3,2,5,1,1,2,11,8,6,3,9,15,11,6,3,9,6,2,0,0,5,14,10,1,1.5,1.25,1.25,0.5,1.25,midtable,midtable,low,mid,compactplay,compactplay,75,75,mid,mid,compactplayVcompactplay,midVmid,midtableVmidtable,midVmid,tough,,,High,Mid,HighVMid,0,loss,0,200,10000,0,-200,-6234
Match-1946,2023/2024,17/09/2023,15:15,Villarreal,Almeria,La Liga,2,1,3,1,1,2,10,17,4,7,11,16,6,7,6,13,2,3,0,0,5,15,19,0.75,0.25,2.25,2.25,1.5,1,bottom,bottom,low,low,possessionplay,compactplay,80,73,top,low,possessionplayVcompactplay,topVlow,eurospotVbottom,midVmid,Home,,,Mid,Low,MidVLow,0,loss,0,200,10000,0,-200,-6434
Match-1947,2023/2024,17/09/2023,17:30,Sevilla,Las Palmas,La Liga,1,0,1,0,0,0,26,12,9,2,11,13,12,7,3,10,3,5,0,0,5,20,18,0,0.5,2.67,0.75,1.67,0.25,bottom,bottom,low,low,compactplay,possessionplay,79,71,top,low,compactplayVpossessionplay,topVlow,topfourVbottom,midVmid,Home,,,Mid,High,MidVHigh,1,win,1.57,200,10000,314,114,-6320
Match-1948,2023/2024,17/09/2023,20:00,Real Madrid,Sociedad,La Liga,2,1,3,0,1,1,17,15,8,5,13,11,14,4,3,7,3,2,0,0,5,1,9,3,1.5,0.5,1.25,2,1.75,topfour,midtable,top,mid,directplay,compactplay,85,79,top,top,directplayVcompactplay,topVtop,topfourVeurospot,topVmid,tough,,,Low,Mid,LowVMid,0,loss,0,200,10000,0,-200,-6520
Match-1949,2023/2024,18/09/2023,20:00,Granada,Girona,La Liga,2,4,6,0,3,3,12,13,5,7,12,13,21,4,5,9,3,3,0,0,5,16,2,0.75,2.5,3,0.5,1.75,1.75,bottom,topfour,low,top,possessionplay,directplay,71,72,low,low,possessionplayVdirectplay,lowVlow,bottomVmidtable,lowVmid,tough,,,Mid,High,MidVHigh,0,loss,0,200,10000,0,-200,-6720
Match-1950,2023/2024,22/09/2023,20:00,Alaves,Ath Bilbao,La Liga,0,2,2,0,1,1,15,11,5,3,8,13,9,3,4,7,2,2,0,0,5,12,6,1.2,2,1.4,0.8,1,1.8,midtable,eurospot,mid,mid,Defensive,highpressing,72,73,low,low,DefensiveVhighpressing,lowVlow,bottomVeurospot,lowVmid,tough,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,-6606
Match-1951,2023/2024,23/09/2023,13:00,Girona,Mallorca,La Liga,5,3,8,4,1,5,23,15,10,5,15,10,12,6,5,11,1,5,0,0,6,4,15,2.6,1,0.8,1,2.2,0.8,topfour,bottom,top,low,directplay,compactplay,72,73,low,low,directplayVcompactplay,lowVlow,midtableVbottom,midVlow,tough,,,Low,High,LowVHigh,0,loss,0,200,10000,0,-200,-6806
Match-1952,2023/2024,23/09/2023,15:15,Osasuna,Sevilla,La Liga,0,0,0,0,0,0,16,15,2,3,5,11,7,7,4,11,2,3,0,0,6,12,17,1.2,0.75,1.6,2,1.4,1.5,midtable,bottom,mid,low,compactplay,compactplay,75,79,mid,top,compactplayVcompactplay,midVtop,midtableVtopfour,midVmid,Away,,,Mid,Low,MidVLow,1,win,1.57,200,10000,314,114,-6692
Match-1953,2023/2024,23/09/2023,17:30,Barcelona,Celta,La Liga,3,2,5,0,1,1,15,13,6,7,13,10,11,2,3,5,2,1,0,0,6,2,16,2.6,0.8,0.8,1.4,2.6,0.8,topfour,bottom,top,low,possessionplay,possessionplay,85,73,top,low,possessionplayVpossessionplay,topVlow,topfourVmidtable,midVmid,Home,,,Low,Mid,LowVMid,0,loss,0,200,10000,0,-200,-6892
Match-1954,2023/2024,23/09/2023,20:00,Almeria,Valencia,La Liga,2,2,4,0,1,1,17,7,10,5,15,12,10,8,3,11,4,2,0,0,6,20,5,0.2,1.8,2.2,0.8,1,1.4,bottom,eurospot,low,mid,compactplay,compactplay,73,74,low,mid,compactplayVcompactplay,lowVmid,bottomVmidtable,midVmid,Away,,,High,High,HighVHigh,0,loss,0,200,10000,0,-200,-7092
Match-1955,2023/2024,24/09/2023,13:00,Sociedad,Getafe,La Liga,4,3,7,1,2,3,10,10,6,7,13,13,24,2,1,3,3,2,0,0,6,11,9,1.2,1.4,1.4,1.4,1.6,1,midtable,midtable,mid,mid,compactplay,compactplay,79,75,top,mid,compactplayVcompactplay,topVmid,eurospotVmidtable,midVmid,Home,,,Mid,Mid,MidVMid,0,loss,0,200,10000,0,-200,-7292
Match-1956,2023/2024,24/09/2023,15:15,Vallecano,Villarreal,La Liga,1,1,2,1,1,2,11,13,6,6,12,20,18,2,8,10,2,3,0,1,6,6,13,1.8,1.2,1.6,2,1.2,1.6,eurospot,midtable,mid,mid,highpressing,possessionplay,74,80,mid,top,highpressingVpossessionplay,midVtop,midtableVeurospot,midVmid,Away,,,Mid,Low,MidVLow,1,win,1.57,200,10000,314,114,-7178
Match-1957,2023/2024,24/09/2023,17:30,Betis,Cadiz,La Liga,1,1,2,0,1,1,21,5,7,1,8,10,14,11,8,19,2,3,0,0,6,10,8,1.4,1.4,2,1.4,1,1,midtable,eurospot,mid,mid,possessionplay,compactplay,85,71,top,low,possessionplayVcompactplay,topVlow,eurospotVbottom,midVlow,Home,,,High,Mid,HighVMid,1,win,1.57,200,10000,314,114,-7064
Match-1958,2023/2024,24/09/2023,17:30,Las Palmas,Granada,La Liga,1,0,1,0,0,0,10,2,3,1,4,13,19,6,7,13,6,4,1,0,6,19,18,0.4,0.6,0.8,3.2,0.2,1.8,bottom,bottom,low,low,possessionplay,possessionplay,71,71,low,low,possessionplayVpossessionplay,lowVlow,bottomVbottom,midVlow,tough,,,High,Low,HighVLow,1,win,1.57,200,10000,314,114,-6950
Match-1959,2023/2024,24/09/2023,20:00,Ath Madrid,Real Madrid,La Liga,3,1,4,2,1,3,10,20,4,5,9,13,10,6,11,17,1,3,0,0,6,7,1,1.75,3,1,0.6,2.5,2,eurospot,topfour,mid,top,compactplay,directplay,73,85,low,top,compactplayVdirectplay,lowVtop,topfourVtopfour,midVtop,Away,,,Low,High,LowVHigh,0,loss,0,200,10000,0,-200,-7150
Match-1960,2023/2024,26/09/2023,18:00,Sevilla,Almeria,La Liga,5,1,6,3,0,3,18,10,9,1,10,15,16,9,4,13,3,2,0,0,6,17,20,0.8,0.333333333,1.6,2.17,1.2,1.17,bottom,bottom,low,low,compactplay,compactplay,79,73,top,low,compactplayVcompactplay,topVlow,topfourVbottom,midVmid,Home,,,Mid,Low,MidVLow,0,loss,0,200,10000,0,-200,-7350
Match-1961,2023/2024,26/09/2023,20:30,Mallorca,Barcelona,La Liga,2,2,4,2,1,3,10,10,5,4,9,19,7,7,2,9,4,1,1,0,7,17,1,0.833333333,2.666666667,1.67,1,1.17,2.67,bottom,topfour,low,top,compactplay,possessionplay,73,85,low,top,compactplayVpossessionplay,lowVtop,bottomVtopfour,lowVmid,Away,,,High,High,HighVHigh,0,loss,0,200,10000,0,-200,-7550
Match-1962,2023/2024,27/09/2023,18:00,Ath Bilbao,Getafe,La Liga,2,2,4,1,0,1,9,13,4,5,9,9,19,5,4,9,5,6,1,0,7,4,14,2.166666667,1.166666667,0.67,1.83,1.83,1.33,topfour,midtable,top,mid,highpressing,compactplay,73,75,low,mid,highpressingVcompactplay,lowVmid,eurospotVmidtable,midVmid,Away,,,Low,Low,LowVLow,0,loss,0,200,10000,0,-200,-7750
Match-1963,2023/2024,27/09/2023,18:00,Real Madrid,Las Palmas,La Liga,2,0,2,1,0,1,21,16,9,2,11,7,9,7,2,9,0,1,0,0,7,3,16,2.5,0.833333333,1,0.67,1.83,0.33,topfour,bottom,top,low,directplay,possessionplay,85,71,top,low,directplayVpossessionplay,topVlow,topfourVbottom,topVmid,Home,,,Low,High,LowVHigh,1,win,1.57,200,10000,314,114,-7636
Match-1964,2023/2024,27/09/2023,18:00,Villarreal,Girona,La Liga,1,2,3,0,0,0,14,17,3,5,8,9,11,5,6,11,3,2,0,0,7,13,2,1.166666667,2.666666667,1.83,1.17,1.5,2.67,midtable,topfour,mid,top,possessionplay,directplay,80,72,top,low,possessionplayVdirectplay,topVlow,eurospotVmidtable,midVmid,Home,,,Mid,High,MidVHigh,0,loss,0,200,10000,0,-200,-7836
Match-1965,2023/2024,27/09/2023,20:30,Cadiz,Vallecano,La Liga,0,0,0,0,0,0,9,9,2,4,6,16,13,1,2,3,5,6,0,1,7,9,7,1.333333333,1.666666667,1.33,1.5,1,1.17,midtable,eurospot,mid,mid,compactplay,highpressing,71,74,low,mid,compactplayVhighpressing,lowVmid,bottomVmidtable,lowVmid,Away,,,High,Mid,HighVMid,1,win,1.57,200,10000,314,114,-7722
Match-1966,2023/2024,27/09/2023,20:30,Valencia,Sociedad,La Liga,0,1,1,0,1,1,9,2,2,1,3,14,17,0,2,2,4,7,1,0,7,6,8,1.666666667,1.5,1,1.67,1.5,2,eurospot,eurospot,mid,mid,compactplay,compactplay,74,79,mid,top,compactplayVcompactplay,midVtop,midtableVeurospot,midVmid,Away,,,Mid,Mid,MidVMid,1,win,1.57,200,10000,314,114,-7608
Match-1967,2023/2024,28/09/2023,18:00,Celta,Alaves,La Liga,1,1,2,1,0,1,8,21,0,11,11,9,11,2,8,10,5,3,1,0,7,18,15,0.666666667,1,1.67,1.5,1,0.83,bottom,bottom,low,low,possessionplay,Defensive,73,72,low,low,possessionplayVDefensive,lowVlow,midtableVbottom,midVlow,tough,,,High,Mid,HighVMid,1,win,1.57,200,10000,314,114,-7494
Match-1968,2023/2024,28/09/2023,18:00,Granada,Betis,La Liga,1,1,2,0,0,0,19,13,7,3,10,14,10,5,7,12,2,1,0,0,7,19,10,0.5,1.333333333,2.83,1.83,1.5,1,bottom,midtable,low,mid,possessionplay,possessionplay,71,85,low,top,possessionplayVpossessionplay,lowVtop,bottomVeurospot,lowVmid,Away,,,Mid,Low,MidVLow,1,win,1.57,200,10000,314,114,-7380
Match-1969,2023/2024,28/09/2023,20:30,Osasuna,Ath Madrid,La Liga,0,2,2,0,1,1,13,4,2,3,5,14,4,7,2,9,3,3,1,1,7,12,5,1.166666667,2,1.33,1,1.17,2.6,midtable,eurospot,mid,mid,compactplay,compactplay,75,73,mid,low,compactplayVcompactplay,midVlow,midtableVtopfour,midVmid,Home,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,-7266
Match-1970,2023/2024,29/09/2023,20:00,Barcelona,Sevilla,La Liga,1,0,1,0,0,0,18,12,5,3,8,11,15,13,3,16,2,3,0,0,7,1,11,2.428571429,1.166666667,1.33,1.5,3,1.83,topfour,midtable,top,mid,possessionplay,compactplay,85,79,top,top,possessionplayVcompactplay,topVtop,topfourVtopfour,midVmid,tough,,,Low,Mid,LowVMid,1,win,1.57,200,10000,314,114,-7152
Match-1971,2023/2024,30/09/2023,13:00,Getafe,Villarreal,La Liga,0,0,0,0,0,0,22,3,9,0,9,19,11,6,4,10,2,4,0,1,8,11,13,1.142857143,1,2.17,1.83,1.67,1.5,midtable,midtable,mid,low,compactplay,possessionplay,75,80,mid,top,compactplayVpossessionplay,midVtop,midtableVeurospot,midVmid,Away,,,Mid,Low,MidVLow,1,win,1.57,200,10000,314,114,-7038
Match-1972,2023/2024,30/09/2023,15:15,Vallecano,Mallorca,La Liga,2,2,4,1,1,2,19,9,5,4,9,12,20,5,0,5,2,5,0,0,8,7,16,1.571428571,0.857142857,1.5,1.83,0.83,1.33,eurospot,bottom,mid,low,highpressing,compactplay,74,73,mid,low,highpressingVcompactplay,midVlow,midtableVbottom,midVlow,Home,,,High,Low,HighVLow,0,loss,0,200,10000,0,-200,-7238
Match-1973,2023/2024,30/09/2023,17:30,Girona,Real Madrid,La Liga,0,3,3,0,2,2,13,14,3,7,10,13,14,1,4,5,2,2,0,1,8,2,3,2.714285714,2.571428571,1.17,1,2.83,1.83,topfour,topfour,top,top,directplay,directplay,72,85,low,top,directplayVdirectplay,lowVtop,midtableVtopfour,midVtop,Away,,,Low,High,LowVHigh,0,loss,0,200,10000,0,-200,-7438
Match-1974,2023/2024,30/09/2023,20:00,Sociedad,Ath Bilbao,La Liga,3,0,3,1,0,1,8,18,5,3,8,20,9,5,7,12,2,2,0,0,8,6,4,1.714285714,2,1.5,0.67,2,2.17,eurospot,topfour,mid,mid,compactplay,highpressing,79,73,top,low,compactplayVhighpressing,topVlow,eurospotVeurospot,midVmid,Home,,,Low,High,LowVHigh,0,loss,0,200,10000,0,-200,-7638
Match-1975,2023/2024,1/10/2023,13:00,Almeria,Granada,La Liga,3,3,6,3,0,3,17,19,5,4,9,18,14,1,5,6,2,1,0,0,8,20,19,0.285714286,0.571428571,2.67,2.5,1.33,1.5,bottom,bottom,low,low,compactplay,possessionplay,73,71,low,low,compactplayVpossessionplay,lowVlow,bottomVbottom,midVlow,tough,,,Mid,Low,MidVLow,0,loss,0,200,10000,0,-200,-7838
Match-1976,2023/2024,1/10/2023,15:15,Alaves,Osasuna,La Liga,0,2,2,0,1,1,17,10,3,3,6,13,13,4,2,6,2,3,1,0,8,15,14,1,1,1.5,1.67,1,0.83,bottom,midtable,low,low,Defensive,compactplay,72,75,low,mid,DefensiveVcompactplay,lowVmid,bottomVmidtable,lowVmid,Away,,,High,Mid,HighVMid,1,win,1.57,200,10000,314,114,-7724
Match-1977,2023/2024,1/10/2023,20:00,Ath Madrid,Cadiz,La Liga,3,2,5,1,2,3,18,8,9,4,13,5,10,5,3,8,1,3,0,0,8,5,9,2.166666667,1.285714286,0.83,1.33,2.5,0.83,eurospot,midtable,top,mid,compactplay,compactplay,73,71,low,low,compactplayVcompactplay,lowVlow,topfourVbottom,midVlow,tough,,,Low,Mid,LowVMid,0,loss,0,200,10000,0,-200,-7924
Match-1978,2023/2024,1/10/2023,20:00,Betis,Valencia,La Liga,3,0,3,1,0,1,15,9,7,2,9,11,10,5,3,8,2,2,0,0,8,10,8,1.285714286,1.428571429,1.83,1,0.83,1.17,midtable,eurospot,mid,mid,possessionplay,compactplay,85,74,top,mid,possessionplayVcompactplay,topVmid,eurospotVmidtable,midVmid,Home,,,High,High,HighVHigh,0,loss,0,200,10000,0,-200,-8124
Match-1979,2023/2024,2/10/2023,20:00,Las Palmas,Celta,La Liga,2,1,3,0,0,0,16,11,5,3,8,13,14,4,5,9,2,1,0,0,8,18,17,0.714285714,0.714285714,0.83,1.5,0.17,1.17,bottom,bottom,low,low,possessionplay,possessionplay,71,73,low,low,possessionplayVpossessionplay,lowVlow,bottomVmidtable,midVmid,tough,,,High,Mid,HighVMid,0,loss,0,200,10000,0,-200,-8324
Match-1980,2023/2024,6/10/2023,20:00,Ath Bilbao,Almeria,La Liga,3,0,3,1,0,1,23,4,9,1,10,11,7,6,2,8,2,0,0,0,8,4,20,1.75,0.375,1.17,2.67,1.83,1.67,topfour,bottom,mid,low,highpressing,compactplay,73,73,low,low,highpressingVcompactplay,lowVlow,eurospotVbottom,midVmid,tough,,,Low,Low,LowVLow,0,loss,0,200,10000,0,-200,-8524
Match-1981,2023/2024,7/10/2023,13:00,Cadiz,Girona,La Liga,0,1,1,0,0,0,8,20,2,5,7,12,13,5,5,10,1,3,1,0,9,12,3,1.125,2.375,1.5,1.67,1.17,2.33,midtable,topfour,mid,top,compactplay,directplay,71,72,low,low,compactplayVdirectplay,lowVlow,bottomVmidtable,lowVmid,tough,,,High,Mid,HighVMid,1,win,1.57,200,10000,314,114,-8410
Match-1982,2023/2024,7/10/2023,15:15,Real Madrid,Osasuna,La Liga,4,0,4,1,0,1,19,7,9,1,10,9,6,5,4,9,2,2,0,0,9,1,9,2.625,1.25,0.83,1.33,1.83,1.17,topfour,midtable,top,mid,directplay,compactplay,85,75,top,mid,directplayVcompactplay,topVmid,topfourVmidtable,topVmid,Home,,,Low,Mid,LowVMid,0,loss,0,200,10000,0,-200,-8610
Match-1983,2023/2024,7/10/2023,17:30,Mallorca,Valencia,La Liga,1,1,2,1,1,2,9,11,5,3,8,17,11,3,6,9,2,1,0,0,9,16,10,0.875,1.25,2,1.5,1.67,1,bottom,midtable,low,mid,compactplay,compactplay,73,74,low,mid,compactplayVcompactplay,lowVmid,bottomVmidtable,lowVmid,Away,,,Mid,Mid,MidVMid,1,win,1.57,200,10000,314,114,-8496
Match-1984,2023/2024,7/10/2023,20:00,Sevilla,Vallecano,La Liga,2,2,4,0,2,2,22,7,6,4,10,16,19,12,2,14,5,2,0,0,9,15,8,1,1.5,1.33,1.83,1.67,0.83,bottom,eurospot,low,mid,compactplay,highpressing,79,74,top,mid,compactplayVhighpressing,topVmid,topfourVmidtable,midVmid,Home,,,Mid,Low,MidVLow,0,loss,0,200,10000,0,-200,-8696
Match-1985,2023/2024,8/10/2023,13:00,Villarreal,Las Palmas,La Liga,1,2,3,0,1,1,9,8,4,5,9,17,7,7,2,9,4,4,0,0,9,13,14,1,1,1.83,0.83,1.33,0.5,midtable,midtable,low,low,possessionplay,possessionplay,80,71,top,low,possessionplayVpossessionplay,topVlow,eurospotVbottom,midVmid,Home,,,Mid,High,MidVHigh,0,loss,0,200,10000,0,-200,-8896
Match-1986,2023/2024,8/10/2023,15:15,Ath Madrid,Sociedad,La Liga,2,1,3,1,0,1,14,13,5,4,9,9,12,1,4,5,3,3,0,0,9,5,6,2.285714286,1.875,1,1.33,2.5,2.33,eurospot,eurospot,top,mid,compactplay,compactplay,73,79,low,top,compactplayVcompactplay,lowVtop,topfourVeurospot,midVmid,Away,,,Low,Mid,LowVMid,0,loss,0,200,10000,0,-200,-9096
Match-1987,2023/2024,8/10/2023,17:30,Alaves,Betis,La Liga,1,1,2,1,1,2,15,6,5,2,7,13,9,5,3,8,3,3,0,1,9,17,7,0.875,1.5,1.33,1.83,0.33,1.33,bottom,eurospot,low,mid,Defensive,possessionplay,72,85,low,top,DefensiveVpossessionplay,lowVtop,bottomVeurospot,lowVmid,Away,,,High,Low,HighVLow,1,win,1.57,200,10000,314,114,-8982
Match-1988,2023/2024,8/10/2023,17:30,Celta,Getafe,La Liga,2,2,4,2,2,4,26,3,11,2,13,14,20,13,1,14,1,8,0,1,9,18,11,0.625,1.125,1.67,1.67,1.17,1.67,bottom,midtable,low,mid,possessionplay,compactplay,73,75,low,mid,possessionplayVcompactplay,lowVmid,midtableVmidtable,midVmid,Away,,,High,Mid,HighVMid,0,loss,0,200,10000,0,-200,-9182
Match-1989,2023/2024,8/10/2023,20:00,Granada,Barcelona,La Liga,2,2,4,2,1,3,7,22,2,10,12,12,7,1,11,12,4,1,0,0,9,19,2,0.625,2.5,2.67,1.33,2,2.83,bottom,topfour,low,top,possessionplay,possessionplay,71,85,low,top,possessionplayVpossessionplay,lowVtop,bottomVtopfour,lowVmid,Away,,,Low,Mid,LowVMid,0,loss,0,200,10000,0,-200,-9382
Match-1990,2023/2024,20/10/2023,20:00,Osasuna,Granada,La Liga,2,0,2,1,0,1,12,13,6,3,9,19,13,1,7,8,3,4,0,1,9,9,19,1.111111111,0.666666667,1.83,2.67,0.83,1.83,midtable,bottom,mid,low,compactplay,possessionplay,75,71,mid,low,compactplayVpossessionplay,midVlow,midtableVbottom,midVlow,Home,,,High,Low,HighVLow,1,win,1.57,200,10000,314,114,-9268
Match-1991,2023/2024,21/10/2023,13:00,Sociedad,Mallorca,La Liga,1,0,1,0,0,0,14,18,6,7,13,14,16,2,5,7,3,3,0,0,10,6,15,1.666666667,0.888888889,1.67,1.67,2.5,1.5,eurospot,bottom,mid,low,compactplay,compactplay,79,73,top,low,compactplayVcompactplay,topVlow,eurospotVbottom,midVlow,Home,,,Low,Mid,LowVMid,1,win,1.57,200,10000,314,114,-9154
Match-1992,2023/2024,21/10/2023,15:15,Getafe,Betis,La Liga,1,1,2,1,1,2,14,13,4,3,7,17,11,4,8,12,5,2,0,0,10,12,7,1.111111111,1.444444444,2,1.33,1.83,1.17,midtable,eurospot,mid,mid,compactplay,possessionplay,75,85,mid,top,compactplayVpossessionplay,midVtop,midtableVeurospot,midVmid,Away,,,Low,Mid,LowVMid,1,win,1.57,200,10000,314,114,-9040
Match-1993,2023/2024,21/10/2023,17:30,Sevilla,Real Madrid,La Liga,1,1,2,0,0,0,17,14,7,5,12,13,6,4,6,10,5,2,0,0,10,14,1,1,2.666666667,1,0.83,1.5,2.33,midtable,topfour,low,top,compactplay,directplay,79,85,top,top,compactplayVdirectplay,topVtop,topfourVtopfour,midVtop,tough,,,Mid,High,MidVHigh,1,win,1.57,200,10000,314,114,-8926
Match-1994,2023/2024,21/10/2023,20:00,Celta,Ath Madrid,La Liga,0,3,3,0,1,1,16,12,3,7,10,10,10,7,5,12,3,2,1,0,10,18,4,0.666666667,2.375,1.83,1.17,1.5,2.83,bottom,topfour,low,top,possessionplay,compactplay,73,73,low,low,possessionplayVcompactplay,lowVlow,midtableVtopfour,midVmid,tough,,,Mid,High,MidVHigh,0,loss,0,200,10000,0,-200,-9126
Match-1995,2023/2024,22/10/2023,13:00,Las Palmas,Vallecano,La Liga,0,1,1,0,0,0,12,12,6,4,10,13,11,10,5,15,4,3,0,1,10,11,8,1.222222222,1.444444444,1,1,0.83,1.17,midtable,eurospot,mid,mid,possessionplay,highpressing,71,74,low,mid,possessionplayVhighpressing,lowVmid,bottomVmidtable,midVmid,Away,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,-9012
Match-1996,2023/2024,22/10/2023,15:15,Girona,Almeria,La Liga,5,2,7,3,2,5,19,9,8,5,13,11,14,9,6,15,1,2,0,0,10,2,20,2.444444444,0.333333333,1.5,3,2.17,1.5,topfour,bottom,top,low,directplay,compactplay,72,73,low,low,directplayVcompactplay,lowVlow,midtableVbottom,midVmid,tough,,,Low,Low,LowVLow,0,loss,0,200,10000,0,-200,-9212
