matchid,season,Date,Time,HomeTeam,AwayTeam,league,FTHG,FTAG,FTgoals,HTHG,HTAG,htgoals,HS,AS,HST,AST,totalshotontarget,HF,AF,HC,AC,total corner,HY,AY,HR,AR,round,home_team_rank,away_team_rank,homeform,awayform,home_team_rolling_avg_goals_conceded,away_team_rolling_avg_goals_conceded,home_team_rolling_avg_goals,away_team_rolling_avg_goals,home_rankclass,away_rankclass,homeform_class,awayform_class,hometeamplayingstyle,awayteamplayingstyle,hometeamrating,awayteamrating,homeratingclass,awayratingclass,versusplayingstyle,versusteamrating,versustableclass,versusformclass,fifatopteamlocation,Month,goalcycle,home_goal_class,away_conceded_class,home_goal_away_conceded_class,overtwo,,odds,stake,capital,return,actual return ,market movement
Match-3837,2023/2024,12/12/2023,19:45,Watford,Ipswich,Championship,1,2,3,1,1,2,12,10,3,6,9,12,16,6,4,10,2,4,0,0,21,10,2,1.4,2.4,1,1.33,1.83,2,midtable,topfour,mid,top,directplay,compactplay,71,70,top,low,directplayVcompactplay,topVlow,bottomVbottom,lowVlow,Home,,,Low,Mid,LowVMid,0,loss,0,200,10000,0,-200,-17206
Match-3838,2023/2024,12/12/2023,20:00,Sunderland,Leeds,Championship,1,0,1,0,0,0,11,12,3,4,7,12,8,6,3,9,1,3,0,0,21,6,3,1.5,2.05,1.17,0.83,1.17,2,eurospot,topfour,mid,top,directplay,highpressing,67,73,low,top,directplayVhighpressing,lowVtop,eurospotVbottom,midVlow,Away,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,-17092
Match-3839,2023/2024,13/12/2023,19:45,Cardiff,Birmingham,Championship,0,1,1,0,1,1,11,11,4,5,9,11,18,4,3,7,1,2,0,0,21,7,17,1.5,1.15,1.17,2,0.83,1.17,eurospot,bottom,mid,mid,compactplay,directplay,69,70,mid,mid,compactplayVdirectplay,midVmid,bottomVbottom,midVmid,tough,,,High,Low,HighVLow,1,win,1.57,200,10000,314,114,-16978
Match-3840,2023/2024,13/12/2023,19:45,Coventry,Southampton,Championship,1,1,2,0,0,0,11,12,4,3,7,9,12,3,9,12,0,3,0,0,21,15,4,1.25,1.9,0.83,0.5,1.5,1.33,bottom,topfour,mid,mid,possessionplay,possessionplay,67,74,low,low,possessionplayVpossessionplay,lowVlow,midtableVbottom,midVmid,tough,,,Mid,High,MidVHigh,1,win,1.57,200,10000,314,114,-16864
Match-3841,2023/2024,13/12/2023,19:45,Leicester,Millwall,Championship,3,2,5,0,1,1,15,11,6,6,12,5,16,9,3,12,2,4,0,0,21,1,19,2.45,1.05,0.67,1.5,1.5,1,topfour,bottom,top,mid,compactplay,directplay,75,67,low,low,compactplayVdirectplay,lowVlow,midtableVeurospot,midVmid,tough,,,Mid,Mid,MidVMid,0,loss,0,200,10000,0,-200,-17064
Match-3842,2023/2024,13/12/2023,19:45,Norwich,Sheffield Weds,Championship,3,1,4,1,1,2,12,21,5,4,9,6,10,3,7,10,1,1,0,0,21,13,23,1.35,0.65,1.5,1.5,1.5,1,midtable,bottom,mid,low,possessionplay,Defensive,71,66,top,low,possessionplayVDefensive,topVlow,bottomVbottom,lowVmid,Home,,,Mid,Mid,MidVMid,0,loss,0,200,10000,0,-200,-17264
Match-3843,2023/2024,13/12/2023,19:45,QPR,Plymouth,Championship,0,0,0,0,0,0,29,12,10,2,12,14,8,6,1,7,2,3,0,1,21,22,18,0.95,1.1,0.67,1.83,1.5,1.33,bottom,bottom,low,mid,possessionplay,Defensive,67,65,low,low,possessionplayVDefensive,lowVlow,midtableVbottom,midVmid,tough,,,Mid,Low,MidVLow,1,win,1.57,200,10000,314,114,-17150
Match-3844,2023/2024,13/12/2023,20:00,Middlesbrough,Hull,Championship,1,2,3,1,0,1,16,8,8,4,12,9,5,6,4,10,0,1,0,0,21,12,8,1.35,1.5,1.83,1.67,2,1.5,midtable,eurospot,mid,mid,compactplay,directplay,69,67,mid,low,compactplayVdirectplay,midVlow,eurospotVbottom,midVmid,Home,,,Low,Mid,LowVMid,0,loss,0,200,10000,0,-200,-17350
Match-3845,2023/2024,16/12/2023,12:30,Ipswich,Norwich,Championship,2,2,4,1,1,2,18,11,5,3,8,11,8,6,3,9,2,0,0,0,22,2,11,2.428571429,1.428571429,1.17,1.17,2,1.83,topfour,midtable,top,mid,compactplay,possessionplay,70,71,low,top,compactplayVpossessionplay,lowVtop,bottomVbottom,lowVlow,Away,,,Low,High,LowVHigh,0,loss,0,200,10000,0,-200,-17550
Match-3846,2023/2024,16/12/2023,15:00,Bristol City,Sunderland,Championship,1,0,1,1,0,1,6,18,3,9,12,12,8,5,11,16,3,3,0,0,22,15,6,1.238095238,1.571428571,1.33,1.17,1,1.33,bottom,eurospot,mid,mid,directplay,directplay,68,67,mid,low,directplayVdirectplay,midVlow,bottomVeurospot,midVmid,Home,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,-17436
Match-3847,2023/2024,16/12/2023,15:00,Hull,Cardiff,Championship,3,0,3,1,0,1,15,8,7,1,8,14,12,9,2,11,1,3,0,0,22,7,10,1.571428571,1.428571429,1.33,1.33,1.67,0.83,eurospot,midtable,mid,mid,directplay,compactplay,67,69,low,mid,directplayVcompactplay,lowVmid,bottomVbottom,midVmid,Away,,,Mid,Mid,MidVMid,0,loss,0,200,10000,0,-200,-17636
Match-3848,2023/2024,16/12/2023,15:00,Leeds,Coventry,Championship,1,1,2,0,0,0,20,7,6,3,9,8,15,7,0,7,3,5,0,0,22,3,14,1.952380952,1.238095238,1,0.5,1.83,1.33,topfour,midtable,mid,mid,highpressing,possessionplay,73,67,top,low,highpressingVpossessionplay,topVlow,bottomVmidtable,lowVmid,Home,,,Low,High,LowVHigh,1,win,1.57,200,10000,314,114,-17522
Match-3849,2023/2024,16/12/2023,15:00,Millwall,Huddersfield,Championship,1,1,2,0,0,0,12,10,7,2,9,16,8,0,6,6,0,2,0,0,22,20,21,1,1,1.83,1.33,1.33,1,bottom,bottom,low,low,directplay,directplay,67,67,low,low,directplayVdirectplay,lowVlow,eurospotVtopfour,midVmid,tough,,,Mid,Mid,MidVMid,1,win,1.57,200,10000,314,114,-17408
Match-3850,2023/2024,16/12/2023,15:00,Plymouth,Rotherham,Championship,3,2,5,1,1,2,25,9,9,4,13,7,16,11,5,16,0,5,0,1,22,18,24,1.095238095,0.619047619,1.33,2.33,0.83,0.5,bottom,bottom,mid,low,Defensive,directplay,65,67,low,low,DefensiveVdirectplay,lowVlow,bottomVbottom,midVmid,tough,,,High,Low,HighVLow,0,loss,0,200,10000,0,-200,-17608
Match-3851,2023/2024,16/12/2023,15:00,Preston,Watford,Championship,1,5,6,1,1,2,20,15,10,7,17,14,9,10,5,15,3,1,0,0,22,8,12,1.523809524,1.333333333,1.67,1.33,1,2,eurospot,midtable,mid,mid,directplay,directplay,67,71,low,top,directplayVdirectplay,lowVtop,midtableVbottom,midVlow,Away,,,High,Mid,HighVMid,0,loss,0,200,10000,0,-200,-17808
Match-3852,2023/2024,16/12/2023,15:00,Sheffield Weds,QPR,Championship,2,1,3,0,1,1,8,5,3,2,5,12,13,8,3,11,5,4,0,0,22,23,22,0.619047619,0.952380952,1.83,0.5,1.17,1.33,bottom,bottom,low,low,Defensive,possessionplay,66,67,low,low,DefensiveVpossessionplay,lowVlow,bottomVmidtable,midVmid,tough,,,High,High,HighVHigh,0,loss,0,200,10000,0,-200,-18008
Match-3853,2023/2024,16/12/2023,15:00,Southampton,Blackburn,Championship,4,0,4,1,0,1,22,4,11,4,15,9,11,15,1,16,3,2,0,1,22,4,9,1.857142857,1.476190476,0.67,1.67,1.33,1.83,topfour,midtable,mid,mid,possessionplay,directplay,74,70,low,mid,possessionplayVdirectplay,lowVmid,bottomVmidtable,midVmid,Away,,,Mid,Mid,MidVMid,0,loss,0,200,10000,0,-200,-18208
Match-3854,2023/2024,16/12/2023,15:00,Swansea,Middlesbrough,Championship,1,2,3,0,1,1,10,9,3,4,7,14,14,4,4,8,2,3,0,0,22,17,13,1.19047619,1.285714286,1.83,1.67,1.5,1.67,bottom,midtable,mid,mid,possessionplay,compactplay,70,69,mid,mid,possessionplayVcompactplay,midVmid,bottomVeurospot,midVmid,tough,,,Mid,Mid,MidVMid,0,loss,0,200,10000,0,-200,-18408
Match-3855,2023/2024,17/12/2023,12:00,West Brom,Stoke,Championship,1,1,2,1,1,2,16,9,7,1,8,9,14,11,11,22,3,1,0,0,22,5,19,1.666666667,1.047619048,1,1.83,1.33,0.67,eurospot,bottom,mid,mid,directplay,directplay,70,69,mid,mid,directplayVdirectplay,midVmid,midtableVmidtable,midVmid,tough,,,Mid,Low,MidVLow,1,win,1.57,200,10000,314,114,-18294
Match-3856,2023/2024,18/12/2023,20:00,Birmingham,Leicester,Championship,2,3,5,1,2,3,8,14,5,5,10,12,17,3,2,5,0,1,0,0,22,16,1,1.238095238,2.476190476,1.67,0.83,1,2,bottom,topfour,mid,top,directplay,compactplay,70,75,mid,low,directplayVcompactplay,midVlow,bottomVmidtable,midVmid,Home,,,High,High,HighVHigh,0,loss,0,200,10000,0,-200,-18494
Match-3857,2023/2024,22/12/2023,19:45,Bristol City,Hull,Championship,3,2,5,1,2,3,21,16,5,4,9,9,11,7,6,13,2,3,0,0,23,14,6,1.318181818,1.636363636,1.33,1.33,1.17,2,midtable,eurospot,mid,mid,directplay,directplay,68,67,mid,low,directplayVdirectplay,midVlow,bottomVbottom,midVmid,Home,,,High,Mid,HighVMid,0,loss,0,200,10000,0,-200,-18694
Match-3858,2023/2024,22/12/2023,19:45,Swansea,Preston,Championship,2,1,3,0,0,0,10,9,4,4,8,10,8,4,3,7,4,2,0,0,23,18,8,1.136363636,1.454545455,1.67,2.33,1.33,0.83,bottom,eurospot,mid,mid,possessionplay,directplay,70,67,mid,low,possessionplayVdirectplay,midVlow,bottomVmidtable,midVmid,Home,,,Mid,Low,MidVLow,0,loss,0,200,10000,0,-200,-18894
Match-3859,2023/2024,23/12/2023,12:30,Leeds,Ipswich,Championship,4,0,4,3,0,3,9,2,4,0,4,10,15,5,0,5,1,4,0,0,23,3,2,1.909090909,2.363636364,1,1.17,1.67,1.83,topfour,topfour,mid,top,highpressing,compactplay,73,70,top,low,highpressingVcompactplay,topVlow,bottomVbottom,lowVlow,Home,,,Mid,High,MidVHigh,0,loss,0,200,10000,0,-200,-19094
Match-3860,2023/2024,23/12/2023,15:00,Blackburn,Watford,Championship,1,2,3,1,0,1,11,18,5,6,11,12,8,7,5,12,2,3,0,0,23,11,9,1.409090909,1.409090909,2,1.5,1.67,2,midtable,midtable,mid,mid,directplay,directplay,70,71,mid,top,directplayVdirectplay,midVtop,midtableVbottom,midVlow,Away,,,Mid,Mid,MidVMid,0,loss,0,200,10000,0,-200,-19294
Match-3861,2023/2024,23/12/2023,15:00,Leicester,Rotherham,Championship,3,0,3,0,0,0,24,2,11,0,11,5,4,10,0,10,1,1,0,0,23,1,24,2.5,0.590909091,1,2,2.5,0.83,topfour,bottom,top,low,compactplay,directplay,75,67,low,low,compactplayVdirectplay,lowVlow,midtableVbottom,midVmid,tough,,,Low,Low,LowVLow,0,loss,0,200,10000,0,-200,-19494
Match-3862,2023/2024,23/12/2023,15:00,Middlesbrough,West Brom,Championship,1,0,1,1,0,1,13,9,4,2,6,13,11,2,10,12,1,2,0,0,23,13,5,1.363636364,1.636363636,1.83,0.83,1.83,1.33,midtable,eurospot,mid,mid,compactplay,directplay,69,70,mid,mid,compactplayVdirectplay,midVmid,eurospotVmidtable,midVmid,tough,,,Low,High,LowVHigh,1,win,1.57,200,10000,314,114,-19380
Match-3863,2023/2024,23/12/2023,15:00,Norwich,Huddersfield,Championship,2,0,2,0,0,0,21,5,8,1,9,9,10,12,2,14,1,1,0,0,23,10,21,1.409090909,1,1.17,1.33,1.67,1.17,midtable,bottom,mid,low,possessionplay,directplay,71,67,top,low,possessionplayVdirectplay,topVlow,bottomVtopfour,lowVmid,Home,,,Mid,Mid,MidVMid,1,win,1.57,200,10000,314,114,-19266
Match-3864,2023/2024,23/12/2023,15:00,Plymouth,Birmingham,Championship,3,3,6,1,2,3,15,13,8,7,15,7,15,7,3,10,2,5,0,1,23,16,17,1.181818182,1.181818182,1.33,1.67,1.17,1.17,bottom,bottom,mid,mid,Defensive,directplay,65,70,low,mid,DefensiveVdirectplay,lowVmid,bottomVbottom,midVmid,Away,,,High,Mid,HighVMid,0,loss,0,200,10000,0,-200,-19466
Match-3865,2023/2024,23/12/2023,15:00,QPR,Southampton,Championship,0,1,1,0,1,1,12,13,2,4,6,8,12,7,5,12,1,3,0,1,23,22,4,0.909090909,1.909090909,0.83,0.5,1.5,1.67,bottom,topfour,low,mid,possessionplay,possessionplay,67,74,low,low,possessionplayVpossessionplay,lowVlow,midtableVbottom,midVmid,tough,,,Mid,High,MidVHigh,1,win,1.57,200,10000,314,114,-19352
Match-3866,2023/2024,23/12/2023,15:00,Sheffield Weds,Cardiff,Championship,1,2,3,1,0,1,18,7,5,3,8,10,12,10,3,13,3,2,0,0,23,23,12,0.727272727,1.363636364,1.33,1.33,1.5,0.5,bottom,midtable,low,mid,Defensive,compactplay,66,69,low,mid,DefensiveVcompactplay,lowVmid,bottomVbottom,midVmid,Away,,,Mid,Mid,MidVMid,0,loss,0,200,10000,0,-200,-19552
Match-3867,2023/2024,23/12/2023,15:00,Stoke,Millwall,Championship,0,0,0,0,0,0,19,2,3,1,4,11,16,7,1,8,1,3,0,0,23,19,20,1.045454545,1,2,2,0.83,0.83,bottom,bottom,mid,low,directplay,directplay,69,67,mid,low,directplayVdirectplay,midVlow,midtableVeurospot,midVmid,Home,,,High,Low,HighVLow,1,win,1.57,200,10000,314,114,-19438
Match-3868,2023/2024,23/12/2023,15:00,Sunderland,Coventry,Championship,0,3,3,0,1,1,21,10,6,5,11,11,11,7,7,14,3,2,0,0,23,7,15,1.5,1.227272727,1.17,0.67,0.83,1.5,eurospot,bottom,mid,mid,directplay,possessionplay,67,67,low,low,directplayVpossessionplay,lowVlow,eurospotVmidtable,midVmid,tough,,,High,High,HighVHigh,0,loss,0,200,10000,0,-200,-19638
Match-3869,2023/2024,26/12/2023,12:30,Preston,Leeds,Championship,2,1,3,0,0,0,13,11,4,2,6,22,12,5,6,11,5,1,0,1,24,13,3,1.391304348,1.956521739,2.33,0.83,0.83,2.17,midtable,topfour,mid,mid,directplay,highpressing,67,73,low,top,directplayVhighpressing,lowVtop,midtableVbottom,midVlow,Away,,,High,High,HighVHigh,0,loss,0,200,10000,0,-200,-19838
Match-3870,2023/2024,26/12/2023,13:00,Millwall,QPR,Championship,2,0,2,1,0,1,13,10,3,1,4,12,12,4,6,10,3,3,0,0,24,20,22,1,0.869565217,1.5,0.83,0.83,1.5,bottom,bottom,low,low,directplay,possessionplay,67,67,low,low,directplayVpossessionplay,lowVlow,eurospotVmidtable,midVmid,tough,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,-19724
Match-3871,2023/2024,26/12/2023,15:00,Cardiff,Plymouth,Championship,2,2,4,1,1,2,17,13,4,6,10,5,9,7,3,10,0,1,0,0,24,10,17,1.434782609,1.173913043,1.33,1.83,0.5,1.33,midtable,bottom,mid,mid,compactplay,Defensive,69,65,mid,low,compactplayVDefensive,midVlow,bottomVbottom,midVmid,Home,,,High,Low,HighVLow,0,loss,0,200,10000,0,-200,-19924
Match-3872,2023/2024,26/12/2023,15:00,Coventry,Sheffield Weds,Championship,2,0,2,1,0,1,9,11,2,2,4,7,12,5,9,14,1,1,1,1,24,15,23,1.304347826,0.695652174,0.67,1.33,1.5,1.5,bottom,bottom,mid,low,possessionplay,Defensive,67,66,low,low,possessionplayVDefensive,lowVlow,midtableVbottom,midVmid,tough,,,Mid,Mid,MidVMid,1,win,1.57,200,10000,314,114,-19810
Match-3873,2023/2024,26/12/2023,15:00,Huddersfield,Blackburn,Championship,3,0,3,1,0,1,12,10,6,1,7,10,8,6,4,10,1,4,0,0,24,21,14,0.956521739,1.347826087,1.5,2.33,1,1.33,bottom,midtable,low,mid,directplay,directplay,67,70,low,mid,directplayVdirectplay,lowVmid,topfourVmidtable,midVmid,Away,,,High,Low,HighVLow,0,loss,0,200,10000,0,-200,-20010
Match-3874,2023/2024,26/12/2023,15:00,Hull,Sunderland,Championship,0,1,1,0,0,0,10,17,6,3,9,6,8,3,7,10,1,1,0,0,24,6,9,1.565217391,1.434782609,1.5,1.33,2,0.83,eurospot,midtable,mid,mid,directplay,directplay,67,67,low,low,directplayVdirectplay,lowVlow,bottomVeurospot,midVmid,tough,,,Low,Mid,LowVMid,1,win,1.57,200,10000,314,114,-19896
Match-3875,2023/2024,26/12/2023,15:00,Rotherham,Middlesbrough,Championship,1,0,1,0,0,0,3,19,1,5,6,12,8,0,11,11,0,0,0,0,24,24,11,0.565217391,1.434782609,2.33,1.33,0.67,1.67,bottom,midtable,low,mid,directplay,compactplay,67,69,low,mid,directplayVcompactplay,lowVmid,bottomVeurospot,midVmid,Away,,,High,Mid,HighVMid,1,win,1.57,200,10000,314,114,-19782
Match-3876,2023/2024,26/12/2023,15:00,Southampton,Swansea,Championship,5,0,5,1,0,1,11,4,9,1,10,15,13,3,1,4,2,4,0,0,24,4,16,1.956521739,1.217391304,0.33,1.5,1.67,1.33,topfour,bottom,mid,mid,possessionplay,possessionplay,74,70,low,mid,possessionplayVpossessionplay,lowVmid,bottomVbottom,midVmid,Away,,,Mid,Mid,MidVMid,0,loss,0,200,10000,0,-200,-19982
Match-3877,2023/2024,26/12/2023,15:00,Watford,Bristol City,Championship,1,4,5,0,2,2,13,15,5,5,10,10,4,6,6,12,1,0,0,0,24,7,12,1.47826087,1.391304348,1.33,1.33,2.33,1.17,eurospot,midtable,mid,mid,directplay,directplay,71,68,top,mid,directplayVdirectplay,topVmid,bottomVbottom,lowVmid,Home,,,Low,Mid,LowVMid,0,loss,0,200,10000,0,-200,-20182
Match-3878,2023/2024,26/12/2023,15:00,West Brom,Norwich,Championship,1,0,1,0,0,0,21,7,3,3,6,5,8,12,4,16,0,0,0,1,24,5,8,1.565217391,1.47826087,1,1.17,1,1.83,eurospot,eurospot,mid,mid,directplay,possessionplay,70,71,mid,top,directplayVpossessionplay,midVtop,midtableVbottom,midVlow,Away,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,-20068
Match-3879,2023/2024,26/12/2023,17:15,Birmingham,Stoke,Championship,1,3,4,0,2,2,14,11,5,5,10,10,12,5,3,8,2,3,0,0,24,18,19,1.173913043,1.043478261,2,1.5,1.33,0.83,bottom,bottom,mid,mid,directplay,directplay,70,69,mid,mid,directplayVdirectplay,midVmid,bottomVmidtable,midVmid,tough,,,Mid,Mid,MidVMid,0,loss,0,200,10000,0,-200,-20268
Match-3880,2023/2024,26/12/2023,19:45,Ipswich,Leicester,Championship,1,1,2,0,1,1,19,5,2,2,4,9,9,11,2,13,1,2,0,0,24,2,1,2.260869565,2.52173913,1.5,1,1.83,2.67,topfour,topfour,top,top,compactplay,compactplay,70,75,low,low,compactplayVcompactplay,lowVlow,bottomVmidtable,lowVmid,tough,,,Low,High,LowVHigh,1,win,1.57,200,10000,314,114,-20154
Match-3881,2023/2024,29/12/2023,18:00,Southampton,Plymouth,Championship,2,1,3,0,0,0,26,8,7,1,8,8,8,9,3,12,3,2,0,0,25,3,16,2,1.166666667,0.33,2,2.33,1.67,topfour,bottom,mid,mid,possessionplay,Defensive,74,65,low,low,possessionplayVDefensive,lowVlow,bottomVbottom,midVmid,tough,,,Low,Low,LowVLow,0,loss,0,200,10000,0,-200,-20354
Match-3882,2023/2024,29/12/2023,19:45,Birmingham,Bristol City,Championship,0,0,0,0,0,0,5,8,1,0,1,11,6,1,6,7,0,0,0,0,25,19,8,1.125,1.458333333,1.83,1.33,1.17,1.83,bottom,eurospot,mid,mid,directplay,directplay,70,68,mid,mid,directplayVdirectplay,midVmid,bottomVbottom,midVmid,tough,,,High,Mid,HighVMid,1,win,1.57,200,10000,314,114,-20240
Match-3883,2023/2024,29/12/2023,19:45,Cardiff,Leicester,Championship,0,2,2,0,1,1,10,9,2,4,6,11,7,5,2,7,1,0,0,0,25,11,1,1.416666667,2.458333333,1.5,1,0.83,2.67,midtable,topfour,mid,top,compactplay,compactplay,69,75,mid,low,compactplayVcompactplay,midVlow,bottomVmidtable,midVmid,Home,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,-20126
Match-3884,2023/2024,29/12/2023,19:45,Coventry,Swansea,Championship,2,2,4,1,1,2,21,12,5,4,9,14,11,12,4,16,1,4,0,0,25,13,17,1.375,1.166666667,0.67,1.83,1.67,1.17,midtable,bottom,mid,mid,possessionplay,possessionplay,67,70,low,mid,possessionplayVpossessionplay,lowVmid,midtableVbottom,midVmid,Away,,,Mid,Low,MidVLow,0,loss,0,200,10000,0,-200,-20326
Match-3885,2023/2024,29/12/2023,19:45,Huddersfield,Middlesbrough,Championship,1,2,3,0,0,0,16,9,5,5,10,11,11,7,2,9,0,2,0,0,25,21,14,1.041666667,1.375,1.33,1.5,1.17,1,bottom,midtable,mid,mid,directplay,compactplay,67,69,low,mid,directplayVcompactplay,lowVmid,topfourVeurospot,midVmid,Away,,,High,Mid,HighVMid,0,loss,0,200,10000,0,-200,-20526
Match-3886,2023/2024,29/12/2023,19:45,Hull,Blackburn,Championship,3,2,5,2,2,4,21,10,9,4,13,15,12,4,4,8,3,3,0,1,25,7,15,1.5,1.291666667,1.5,2.5,1.33,0.67,eurospot,bottom,mid,mid,directplay,directplay,67,70,low,mid,directplayVdirectplay,lowVmid,bottomVmidtable,midVmid,Away,,,Mid,Low,MidVLow,0,loss,0,200,10000,0,-200,-20726
Match-3887,2023/2024,29/12/2023,19:45,Ipswich,QPR,Championship,0,0,0,0,0,0,7,10,5,2,7,13,5,5,9,14,3,2,0,0,25,2,22,2.208333333,0.833333333,1.5,0.83,1.5,0.83,topfour,bottom,top,low,compactplay,possessionplay,70,67,low,low,compactplayVpossessionplay,lowVlow,bottomVmidtable,lowVmid,tough,,,Mid,High,MidVHigh,1,win,1.57,200,10000,314,114,-20612
Match-3888,2023/2024,29/12/2023,19:45,Millwall,Norwich,Championship,1,0,1,1,0,1,11,11,5,3,8,11,12,5,3,8,4,5,1,0,25,20,12,1.083333333,1.416666667,1,0.83,1,1.5,bottom,midtable,mid,mid,directplay,possessionplay,67,71,low,top,directplayVpossessionplay,lowVtop,eurospotVbottom,midVlow,Away,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,-20498
Match-3889,2023/2024,29/12/2023,19:45,Preston,Sheffield Weds,Championship,0,1,1,0,1,1,9,6,2,3,5,10,11,3,0,3,4,2,0,1,25,9,23,1.458333333,0.666666667,1.83,1.5,1.17,1.33,midtable,bottom,mid,low,directplay,Defensive,67,66,low,low,directplayVDefensive,lowVlow,midtableVbottom,midVmid,tough,,,High,Mid,HighVMid,1,win,1.57,200,10000,314,114,-20384
Match-3890,2023/2024,29/12/2023,19:45,Rotherham,Sunderland,Championship,1,1,2,0,0,0,13,10,4,3,7,10,9,4,8,12,2,1,0,0,25,24,6,0.666666667,1.5,1.67,1,0.67,0.83,bottom,eurospot,low,mid,directplay,directplay,67,67,low,low,directplayVdirectplay,lowVlow,bottomVeurospot,midVmid,tough,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,-20270
Match-3891,2023/2024,29/12/2023,19:45,Watford,Stoke,Championship,1,1,2,1,1,2,13,14,6,4,10,7,10,5,4,9,4,1,1,0,25,10,18,1.416666667,1.125,1.67,1,2,1,midtable,bottom,mid,mid,directplay,directplay,71,69,top,mid,directplayVdirectplay,topVmid,bottomVmidtable,lowVmid,Home,,,Low,High,LowVHigh,1,win,1.57,200,10000,314,114,-20156
Match-3892,2023/2024,29/12/2023,20:15,West Brom,Leeds,Championship,1,0,1,1,0,1,13,15,3,1,4,8,10,11,8,19,1,1,0,0,25,5,4,1.625,1.875,1,1,1,1.83,eurospot,topfour,mid,mid,directplay,highpressing,70,73,mid,top,directplayVhighpressing,midVtop,midtableVbottom,midVlow,Away,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,-20042
Match-3893,2023/2024,1/1/2024,12:30,Sunderland,Preston,Championship,2,0,2,2,0,2,7,12,4,3,7,6,12,2,3,5,0,1,0,0,26,7,11,1.48,1.4,1,1.67,0.83,1.17,eurospot,midtable,mid,mid,directplay,directplay,67,67,low,low,directplayVdirectplay,lowVlow,eurospotVmidtable,midVmid,tough,,,High,Mid,HighVMid,1,win,1.57,200,10000,314,114,-19928
Match-3894,2023/2024,1/1/2024,15:00,Blackburn,Rotherham,Championship,2,2,4,1,1,2,18,13,9,4,13,5,11,5,5,10,0,1,0,0,26,15,24,1.24,0.68,2.5,1.83,0.83,0.83,bottom,bottom,mid,low,directplay,directplay,70,67,mid,low,directplayVdirectplay,midVlow,midtableVbottom,midVmid,Home,,,High,Low,HighVLow,0,loss,0,200,10000,0,-200,-20128
Match-3895,2023/2024,1/1/2024,15:00,Bristol City,Millwall,Championship,0,1,1,0,0,0,5,11,1,2,3,5,10,6,5,11,1,2,0,0,26,8,16,1.44,1.16,1,0.83,1.67,1,eurospot,bottom,mid,mid,directplay,directplay,68,67,mid,low,directplayVdirectplay,midVlow,bottomVeurospot,midVmid,Home,,,Mid,High,MidVHigh,1,win,1.57,200,10000,314,114,-20014
Match-3896,2023/2024,1/1/2024,15:00,Leeds,Birmingham,Championship,3,0,3,2,0,2,21,8,11,1,12,10,14,6,3,9,0,2,0,0,26,4,20,1.8,1.12,0.83,1.83,1.33,1.17,topfour,bottom,mid,mid,highpressing,directplay,73,70,top,mid,highpressingVdirectplay,topVmid,bottomVbottom,lowVmid,Home,,,Mid,Low,MidVLow,0,loss,0,200,10000,0,-200,-20214
Match-3897,2023/2024,1/1/2024,15:00,Leicester,Huddersfield,Championship,4,1,5,1,0,1,19,12,6,4,10,5,9,3,4,7,0,1,0,0,26,1,21,2.48,1,0.83,1.5,2.67,1.17,topfour,bottom,top,low,compactplay,directplay,75,67,low,low,compactplayVdirectplay,lowVlow,midtableVtopfour,midVmid,tough,,,Low,Mid,LowVMid,0,loss,0,200,10000,0,-200,-20414
Match-3898,2023/2024,1/1/2024,15:00,Middlesbrough,Coventry,Championship,1,3,4,1,1,2,19,17,7,8,15,10,11,12,9,21,2,2,0,0,26,9,12,1.44,1.36,1.17,0.67,1,1.83,midtable,midtable,mid,mid,compactplay,possessionplay,69,67,mid,low,compactplayVpossessionplay,midVlow,eurospotVmidtable,midVmid,Home,,,High,High,HighVHigh,0,loss,0,200,10000,0,-200,-20614
Match-3899,2023/2024,1/1/2024,15:00,Norwich,Southampton,Championship,1,1,2,0,0,0,7,21,2,4,6,8,8,1,12,13,5,0,0,0,26,13,3,1.36,2.04,0.83,0.5,1.17,2.33,midtable,topfour,mid,top,possessionplay,possessionplay,71,74,top,low,possessionplayVpossessionplay,topVlow,bottomVbottom,lowVmid,Home,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,-20500
Match-3900,2023/2024,1/1/2024,15:00,Plymouth,Watford,Championship,3,3,6,3,2,5,31,18,11,5,16,11,12,9,5,14,2,3,0,0,26,18,10,1.12,1.4,2.17,1.67,1.5,1.83,bottom,midtable,mid,mid,Defensive,directplay,65,71,low,top,DefensiveVdirectplay,lowVtop,bottomVbottom,midVlow,Away,,,Mid,Mid,MidVMid,0,loss,0,200,10000,0,-200,-20700
Match-3901,2023/2024,1/1/2024,15:00,QPR,Cardiff,Championship,1,2,3,0,1,1,8,10,3,5,8,12,20,1,6,7,2,5,0,0,26,22,14,0.84,1.36,0.83,1.5,0.5,0.83,bottom,midtable,low,mid,possessionplay,compactplay,67,69,low,mid,possessionplayVcompactplay,lowVmid,midtableVbottom,midVmid,Away,,,High,Mid,HighVMid,0,loss,0,200,10000,0,-200,-20900
